Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,GlsP90,AssisP90,G+AP90,G-PBP90,G+A-PBP90,xGP90,xAGP90,xG+xAGP90,npxGP90,npxG+xAGP90
503,Freddy Noguera,py PAR,AT,Grêmio,19,2004,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
504,Nonato,br BRA,LT,Santos,24,1998,14,7,661,7.3,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,10,24,18,0.14,0.00,0.14,0.14,0.14,0.05,0.03,0.08,0.05,0.08
505,Gabriel Novaes,br BRA,AT,Goiás,23,1999,3,1,95,1.1,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,2,4,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40
506,Ruan Oliveira Ferreira,br BRA,LT.AT,Corinthians,22,2000,19,11,883,9.8,2,1,3,2,0,0,3,0,0.5,0.5,1.2,1.7,23,30,44,0.20,0.10,0.31,0.20,0.31,0.05,0.13,0.18,0.05,0.18
507,Lucas Oliveira,br BRA,ZG,Cruzeiro,26,1996,16,15,1.310,14.6,1,0,1,1,0,0,7,2,0.4,0.4,0.2,0.6,11,67,4,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04
508,Pedro Oliveira,br BRA,AT.LT,Goiás,18,2004,4,2,195,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,2,5,10,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17
509,Cauly Oliveira Souza,br BRA,LT.AT,Bahia,27,1995,32,30,2.543,28.3,4,7,11,4,0,0,4,0,5.4,5.4,5.8,11.2,112,199,182,0.14,0.25,0.39,0.14,0.39,0.19,0.21,0.40,0.19,0.40
510,Luca Orellano,ar ARG,AT.LT,Vasco da Gama,22,2000,18,6,622,6.9,1,1,2,1,0,0,2,0,1.1,1.1,1.0,2.1,23,35,47,0.14,0.14,0.29,0.14,0.29,0.16,0.14,0.30,0.16,0.30
511,Leo Ortiz,br BRA,ZG,Red Bull Bragantino,27,1996,20,19,1.603,17.8,2,0,2,2,0,0,3,0,1.9,1.9,0.6,2.5,28,142,2,0.11,0.00,0.11,0.11,0.11,0.11,0.03,0.14,0.11,0.14
512,Otávio,br BRA,LT,Atlético Mineiro,28,1994,27,27,2.307,25.6,0,0,0,0,0,0,8,0,0.4,0.4,0.4,0.8,12,135,12,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
513,João Othavio Basso,br BRA,ZG,Santos,26,1997,14,14,1.150,12.8,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.6,10,43,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
514,Luis Oyama,br BRA,LT,Goiás,26,1997,9,5,561,6.2,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,13,33,18,0.16,0.00,0.16,0.16,0.16,0.06,0.04,0.10,0.06,0.10
515,Pablinho,br BRA,AT,Cuiabá,19,2003,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
516,Pablo,br BRA,AT,Ath Paranaense,30,1992,25,14,1.396,15.5,7,2,9,7,0,0,3,0,6.1,6.1,1.6,7.7,15,36,60,0.45,0.13,0.58,0.45,0.58,0.39,0.10,0.49,0.39,0.49
517,Pablo,br BRA,ZG,Flamengo,31,1991,7,4,421,4.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,7,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
518,Bruno Pacheco,br BRA,ZG,Fortaleza,31,1991,31,30,2.669,29.7,2,3,5,2,0,0,5,0,0.9,0.9,1.9,2.8,49,133,98,0.07,0.10,0.17,0.07,0.17,0.03,0.07,0.10,0.03,0.10
519,Helibelton Palacios,co COL,ZG,Cruzeiro,29,1993,10,6,629,7.0,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.3,6,27,34,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
520,Julián Palacios,ar ARG,AT.LT,Goiás,23,1999,27,19,1.632,18.1,1,1,2,1,0,0,7,0,1.4,1.4,2.9,4.3,49,98,116,0.06,0.06,0.11,0.06,0.11,0.08,0.16,0.24,0.08,0.24
521,Nino Paraíba,br BRA,ZG,América (MG),37,1986,4,2,197,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.5,4,19,19,0.00,0.00,0.00,0.00,0.00,0.03,0.22,0.24,0.03,0.24
522,Mateus Pasinato,br BRA,G,América (MG),30,1992,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
523,Weslley Patati,br BRA,AT.LT,Santos,19,2003,9,0,136,1.5,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,9,8,20,0.00,0.00,0.00,0.00,0.00,0.54,0.08,0.62,0.54,0.62
524,Alexandre Pato,br BRA,AT.LT,São Paulo,33,1989,9,1,161,1.8,2,0,2,2,0,1,0,0,1.3,0.3,0.3,0.7,2,9,10,1.12,0.00,1.12,1.12,1.12,0.71,0.18,0.89,0.19,0.37
525,Patrick,br BRA,LT.AT,Atlético Mineiro,30,1992,23,2,559,6.2,0,0,0,0,0,0,1,0,0.9,0.9,1.5,2.4,20,22,54,0.00,0.00,0.00,0.00,0.00,0.15,0.24,0.39,0.15,0.39
526,Alan Patrick,br BRA,LT.AT,Internacional,31,1991,34,28,2.452,27.2,4,5,9,3,1,1,6,0,4.4,3.6,5.2,8.8,62,159,130,0.15,0.18,0.33,0.11,0.29,0.16,0.19,0.35,0.13,0.32
527,Luan Patrick,br BRA,ZG,Red Bull Bragantino,21,2002,14,12,1.113,12.4,0,1,1,0,0,0,3,0,0.6,0.6,1.2,1.7,6,42,1,0.00,0.08,0.08,0.00,0.08,0.05,0.09,0.14,0.05,0.14
528,Patryck,br BRA,ZG,São Paulo,20,2003,6,4,375,4.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,4,16,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
529,Giuliano de Paula,br BRA,LT.AT,Corinthians,32,1990,30,19,1.633,18.1,2,1,3,2,0,0,2,0,1.5,1.5,0.8,2.3,15,97,34,0.11,0.06,0.17,0.11,0.17,0.08,0.04,0.13,0.08,0.13
530,Jair Paula,br BRA,ZG,Santos,17,2005,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18
531,Paulinho,br BRA,ZG,América (MG),18,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
532,Paulinho,br BRA,AT.LT,Atlético Mineiro,22,2000,36,35,2.991,33.2,20,2,22,20,0,0,3,0,14.9,14.9,2.5,17.3,95,77,234,0.60,0.06,0.66,0.60,0.66,0.45,0.07,0.52,0.45,0.52
533,Paulinho,br BRA,LT,Vasco da Gama,26,1997,20,19,1.634,18.2,1,2,3,1,0,0,7,1,0.6,0.6,1.7,2.3,47,124,55,0.06,0.11,0.17,0.06,0.17,0.03,0.09,0.12,0.03,0.12
534,Paulinho,br BRA,ZG,Vasco da Gama,17,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
535,Paulinho,br BRA,LT.AT,Corinthians,34,1988,4,1,148,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,5,5,0.00,0.00,0.00,0.00,0.00,0.13,0.20,0.33,0.13,0.33
536,Caio Paulista,br BRA,ZG,São Paulo,24,1998,28,23,2.078,23.1,1,2,3,1,0,0,4,0,2.0,2.0,1.9,3.9,112,121,166,0.04,0.09,0.13,0.04,0.13,0.09,0.08,0.17,0.09,0.17
537,Wellington Paulista,br BRA,AT,América (MG),38,1984,10,0,227,2.5,1,0,1,1,0,1,1,0,1.9,1.0,0.1,1.0,2,5,5,0.40,0.00,0.40,0.40,0.40,0.77,0.02,0.79,0.39,0.41
538,João Paulo,br BRA,G,Santos,27,1995,36,36,3.211,35.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
539,Marcos Paulo,br BRA,AT.LT,São Paulo,21,2001,15,6,528,5.9,2,1,3,2,0,0,2,0,0.8,0.8,1.5,2.3,13,25,58,0.34,0.17,0.51,0.34,0.51,0.13,0.26,0.39,0.13,0.39
540,Cristian Pavón,ar ARG,AT.LT,Atlético Mineiro,27,1996,33,21,1.934,21.5,3,8,11,2,1,1,7,0,4.1,3.3,3.9,7.2,85,62,220,0.14,0.37,0.51,0.09,0.47,0.19,0.18,0.37,0.15,0.34
541,Dimitri Payet,fr FRA,LT.AT,Vasco da Gama,35,1987,17,7,800,8.9,2,1,3,2,0,0,0,0,0.7,0.7,2.4,3.1,27,42,57,0.23,0.11,0.34,0.23,0.34,0.07,0.27,0.34,0.07,0.34
542,Pedrinho,br BRA,AT.LT,América (MG),23,1999,8,4,411,4.6,0,0,0,0,0,0,0,0,0.7,0.7,0.4,1.2,29,20,29,0.00,0.00,0.00,0.00,0.00,0.16,0.09,0.25,0.16,0.25
543,Pedrinho,br BRA,ZG.LT,Ath Paranaense,20,2002,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,10,16,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
544,Pedrinho,br BRA,LT.AT,Atlético Mineiro,24,1998,15,6,629,7.0,0,2,2,0,0,0,2,0,0.3,0.3,1.4,1.7,15,70,34,0.00,0.29,0.29,0.00,0.29,0.04,0.20,0.24,0.04,0.24
545,Pedrinho,br BRA,AT,Flamengo,19,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
546,Pedro,br BRA,AT,Flamengo,25,1997,34,26,2.151,23.9,13,0,13,9,4,4,1,0,11.1,7.9,0.9,8.9,16,49,108,0.54,0.00,0.54,0.38,0.38,0.46,0.04,0.50,0.33,0.37
547,João Pedro,br BRA,AT,Cruzeiro,19,2003,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
548,João Pedro,it ITA,AT,Grêmio,30,1992,14,10,616,6.8,0,1,1,0,0,0,1,0,1.0,1.0,0.3,1.3,8,6,36,0.00,0.15,0.15,0.00,0.15,0.15,0.05,0.19,0.15,0.19
549,João Pedro,br BRA,ZG,Grêmio,26,1996,29,23,2.076,23.1,3,1,4,3,0,0,1,0,0.7,0.7,1.2,1.9,60,113,68,0.13,0.04,0.17,0.13,0.17,0.03,0.05,0.08,0.03,0.08
550,João Pedro Pepê,br BRA,LT,Grêmio,25,1998,18,16,1.398,15.5,1,1,2,1,0,0,1,0,1.1,1.1,0.6,1.6,20,87,39,0.06,0.06,0.13,0.06,0.13,0.07,0.04,0.10,0.07,0.10
551,Jean Pedroso,br BRA,ZG,Coritiba,19,2004,7,6,584,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,18,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
552,Matheus Peixoto,br BRA,AT,Goiás,27,1995,13,12,879,9.8,2,1,3,1,1,1,2,0,2.2,1.4,1.6,3.0,4,11,28,0.20,0.10,0.31,0.10,0.20,0.23,0.16,0.39,0.15,0.31
553,Léo Pelé,br BRA,ZG,Vasco da Gama,26,1996,34,30,2.719,30.2,0,0,0,0,0,0,6,0,0.3,0.3,0.3,0.6,55,129,9,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
554,Carlos de Pena,uy URU,LT.AT,Internacional,30,1992,27,16,1.425,15.8,2,0,2,2,0,0,6,1,1.4,1.4,0.9,2.3,23,83,55,0.13,0.00,0.13,0.13,0.13,0.09,0.06,0.14,0.09,0.14
555,Léo Pereira,br BRA,ZG,Flamengo,27,1996,32,32,2.645,29.4,3,1,4,3,0,0,6,0,1.8,1.8,0.4,2.2,43,177,16,0.10,0.03,0.14,0.10,0.14,0.06,0.01,0.07,0.06,0.07
556,Matheus Pereira,pt POR,AT.LT,Cruzeiro,26,1996,15,12,1.022,11.4,1,1,2,1,0,0,1,0,1.9,1.9,2.8,4.7,17,60,74,0.09,0.09,0.18,0.09,0.18,0.17,0.24,0.42,0.17,0.42
557,Bruno Peres,br BRA,ZG.LT,Ath Paranaense,32,1990,5,1,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,0,3,3,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.16,0.01,0.16
558,Lucas Perri,br BRA,G,Botafogo (RJ),25,1997,38,38,3.375,37.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
559,Lucas Piazon,br BRA,AT,Botafogo (RJ),29,1994,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
560,Yago Pikachu,br BRA,AT.LT,Fortaleza,30,1992,37,16,1.751,19.5,7,1,8,7,0,1,5,0,5.5,4.7,2.8,7.5,40,62,170,0.36,0.05,0.41,0.36,0.41,0.28,0.14,0.43,0.24,0.39
561,Rodrigo Pinho,br BRA,AT,Coritiba,31,1991,10,5,385,4.3,0,0,0,0,0,0,2,0,0.9,0.9,0.2,1.1,4,4,11,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.25,0.21,0.25
562,Joaquín Piquerez,uy URU,ZG,Palmeiras,24,1998,29,29,2.526,28.1,3,5,8,2,1,1,5,0,2.0,1.3,3.7,4.9,55,128,163,0.11,0.18,0.29,0.07,0.25,0.07,0.13,0.20,0.04,0.18
563,Gabriel Pirani,br BRA,LT.AT,Fluminense,20,2002,9,6,396,4.4,1,0,1,1,0,0,1,0,1.6,1.6,0.0,1.6,13,6,25,0.23,0.00,0.23,0.23,0.23,0.37,0.00,0.37,0.37,0.37
564,Rafael Pires,br BRA,G,São Paulo,33,1989,33,33,2.970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
565,Lucas Piton,br BRA,ZG,Vasco da Gama,22,2000,37,37,3.283,36.5,0,4,4,0,0,0,5,0,1.0,1.0,4.9,6.0,88,147,220,0.00,0.11,0.11,0.00,0.11,0.03,0.14,0.16,0.03,0.16
566,Isidro Pitta,py PAR,AT,Cuiabá,23,1999,29,7,823,9.1,5,1,6,4,1,1,0,0,3.5,2.7,0.4,3.1,23,21,77,0.55,0.11,0.66,0.44,0.55,0.38,0.04,0.42,0.30,0.34
567,Tomas Pochettino,ar ARG,LT.AT,Fortaleza,26,1996,35,26,1.991,22.1,2,3,5,2,0,0,2,0,2.9,2.9,3.9,6.9,55,107,130,0.09,0.14,0.23,0.09,0.23,0.13,0.18,0.31,0.13,0.31
568,Luan Polli,br BRA,G,Coritiba,29,1993,5,4,385,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
569,Wesley Pombo,br BRA,LT,Coritiba,20,2002,1,0,50,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
570,Mateo Ponte,uy URU,ZG,Botafogo (RJ),19,2003,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
571,William Pottker,br BRA,AT.LT,Coritiba,29,1993,4,1,116,1.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,4,2,8,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.17,0.12,0.17
572,Bruno Praxedes,br BRA,LT,Vasco da Gama,20,2002,21,18,1.340,14.9,1,2,3,1,0,0,2,0,1.8,1.8,1.0,2.7,39,77,36,0.07,0.13,0.20,0.07,0.20,0.12,0.06,0.18,0.12,0.18
573,Bruno Praxedes,br BRA,LT,Red Bull Bragantino,20,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
574,Erick Pulgar,cl CHI,LT,Flamengo,29,1994,25,22,2.000,22.2,2,3,5,2,0,0,9,0,0.9,0.9,1.9,2.8,16,137,31,0.09,0.14,0.23,0.09,0.23,0.04,0.09,0.13,0.04,0.13
575,Nicolás Quagliata,uy URU,AT.LT,Cuiabá,23,1999,9,0,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,13,7,28,0.00,0.00,0.00,0.00,0.00,0.09,0.16,0.26,0.09,0.26
576,Du Queiroz,br BRA,LT.ZG,Corinthians,23,2000,3,2,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
577,Yani Quintero,co COL,LT,Red Bull Bragantino,20,2002,3,1,101,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
578,Igor Rabello,br BRA,ZG,Atlético Mineiro,27,1995,11,7,692,7.7,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,2,22,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
579,Rafael,br BRA,ZG,Botafogo (RJ),32,1990,9,8,482,5.4,0,0,0,0,0,0,3,1,0.0,0.0,0.2,0.3,12,10,4,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.01,0.05
580,Zé Rafael,br BRA,LT,Palmeiras,29,1993,31,31,2.565,28.5,3,3,6,3,0,0,10,0,2.1,2.1,1.9,4.0,42,142,39,0.11,0.11,0.21,0.11,0.21,0.07,0.07,0.14,0.07,0.14
581,Rafinha,br BRA,ZG,São Paulo,37,1985,25,23,2.027,22.5,0,1,1,0,0,0,11,1,0.1,0.1,1.4,1.5,40,187,46,0.00,0.04,0.04,0.00,0.04,0.00,0.06,0.07,0.00,0.07
582,Rai,br BRA,LT,Botafogo (RJ),20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
583,Eric Ramires,br BRA,LT,Red Bull Bragantino,22,2000,23,17,1.376,15.3,3,3,6,3,0,0,1,1,2.5,2.5,1.6,4.1,22,80,50,0.20,0.20,0.39,0.20,0.39,0.16,0.11,0.27,0.16,0.27
584,Lucas Ramos,br BRA,AT,Internacional,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
585,Raí Ramos,br BRA,ZG,São Paulo,28,1994,6,4,282,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.6,0.7,5,14,12,0.00,0.00,0.00,0.00,0.00,0.04,0.18,0.22,0.04,0.22
586,Marcelo Rangel,br BRA,G,Goiás,34,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
587,Pedro Rangel,br BRA,G,Fluminense,22,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
588,Raniele,br BRA,LT.ZG,Cuiabá,26,1996,35,34,2.885,32.1,3,1,4,3,0,0,10,0,2.8,2.8,0.9,3.7,37,105,38,0.09,0.03,0.12,0.09,0.12,0.09,0.03,0.11,0.09,0.11
589,Rafael Ratão,br BRA,AT.LT,Bahia,27,1995,18,8,779,8.7,4,1,5,4,0,0,2,0,2.9,2.9,0.9,3.8,13,38,61,0.46,0.12,0.58,0.46,0.58,0.33,0.11,0.43,0.33,0.43
590,Wellington Rato,br BRA,AT.LT,São Paulo,30,1992,32,21,1.763,19.6,0,4,4,0,0,1,6,0,3.0,2.2,3.7,5.9,46,68,186,0.00,0.20,0.20,0.00,0.20,0.15,0.19,0.34,0.11,0.30
591,Raul,br BRA,LT.ZG,Red Bull Bragantino,26,1996,3,1,107,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
592,Pedro Raul,br BRA,AT,Vasco da Gama,26,1996,12,9,835,9.3,2,0,2,2,0,0,3,0,2.6,2.6,0.9,3.5,5,12,40,0.22,0.00,0.22,0.22,0.22,0.28,0.10,0.38,0.28,0.38
593,Leonardo Realpe,ec ECU,ZG,Red Bull Bragantino,21,2001,21,19,1.680,18.7,0,0,0,0,0,0,3,1,0.5,0.5,0.1,0.7,15,77,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
594,Reinaldo,br BRA,AT,Ath Paranaense,21,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31
595,Reinaldo,br BRA,ZG,Grêmio,33,1989,30,30,2.681,29.8,2,5,7,1,1,1,11,2,2.7,1.9,5.2,7.1,41,161,143,0.07,0.17,0.23,0.03,0.20,0.09,0.17,0.27,0.06,0.24
596,Renê,br BRA,ZG,Internacional,30,1992,28,24,2.283,25.4,1,1,2,1,0,0,5,0,0.6,0.6,1.9,2.5,55,159,55,0.04,0.04,0.08,0.04,0.08,0.02,0.08,0.10,0.02,0.10
597,Réver,br BRA,ZG.AT,Atlético Mineiro,38,1985,9,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
598,Rezende,br BRA,LT.ZG,Bahia,28,1995,33,32,2.705,30.1,2,3,5,2,0,0,9,1,0.9,0.9,1.3,2.3,29,102,36,0.07,0.10,0.17,0.07,0.17,0.03,0.04,0.08,0.03,0.08
599,Everton Ribeiro,br BRA,AT.LT,Flamengo,33,1989,30,15,1.475,16.4,3,4,7,3,0,0,3,0,1.5,1.5,3.7,5.2,36,143,97,0.18,0.24,0.43,0.18,0.43,0.09,0.23,0.32,0.09,0.32
600,Wesley Ribeiro,br BRA,AT.LT,Corinthians,17,2005,24,7,861,9.6,1,1,2,1,0,0,2,0,0.5,0.5,1.2,1.7,60,25,97,0.10,0.10,0.21,0.10,0.21,0.05,0.13,0.18,0.05,0.18
601,João Ricardo Riedi,br BRA,G,Fortaleza,34,1988,32,32,2.868,31.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
602,Zé Ricardo,br BRA,LT,Goiás,23,1999,13,13,1.070,11.9,0,1,1,0,0,0,5,0,0.3,0.3,0.8,1.2,16,88,11,0.00,0.08,0.08,0.00,0.08,0.03,0.07,0.10,0.03,0.10
603,Richard,br BRA,LT,Cruzeiro,28,1994,4,4,345,3.8,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,8,4,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.12,0.11,0.12
604,Rikelme,br BRA,ZG,Cuiabá,19,2003,31,27,2.338,26.0,1,1,2,1,0,0,3,0,0.8,0.8,1.4,2.1,22,81,97,0.04,0.04,0.08,0.04,0.08,0.03,0.05,0.08,0.03,0.08
605,Tomás Rincón,ve VEN,LT,Santos,35,1988,16,14,1.187,13.2,2,1,3,2,0,0,5,0,1.4,1.4,0.6,2.0,9,39,15,0.15,0.08,0.23,0.15,0.23,0.11,0.05,0.15,0.11,0.15
606,Richard Ríos,co COL,LT,Palmeiras,22,2000,37,20,1.853,20.6,2,1,3,2,0,0,6,0,1.2,1.2,1.0,2.1,41,63,67,0.10,0.05,0.15,0.10,0.15,0.06,0.05,0.10,0.06,0.10
607,Robert,br BRA,LT.AT,Cruzeiro,17,2005,9,1,186,2.1,1,0,1,1,0,0,1,0,1.0,1.0,0.0,1.1,4,0,19,0.48,0.00,0.48,0.48,0.48,0.50,0.01,0.52,0.50,0.52
608,Zé Roberto,br BRA,AT.LT,Coritiba,29,1993,10,7,523,5.8,1,1,2,1,0,0,4,1,0.4,0.4,0.7,1.1,7,14,27,0.17,0.17,0.34,0.17,0.34,0.06,0.13,0.19,0.06,0.19
609,Robson,br BRA,LT.AT,Coritiba,31,1991,32,30,2.351,26.1,12,4,16,5,7,8,13,0,10.6,4.2,2.3,6.5,32,68,146,0.46,0.15,0.61,0.19,0.34,0.40,0.09,0.49,0.16,0.25
610,Kaique Rocha,br BRA,ZG,Ath Paranaense,21,2001,10,7,649,7.2,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,2,9,0,0.14,0.00,0.14,0.14,0.14,0.03,0.01,0.04,0.03,0.04
611,Marcos Rocha,br BRA,ZG,Palmeiras,34,1988,20,15,1.264,14.0,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.2,20,95,31,0.07,0.07,0.14,0.07,0.14,0.03,0.06,0.09,0.03,0.09
612,Pedro Rocha Neves,br BRA,AT,Fortaleza,28,1994,3,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
613,Sergio Rochet,uy URU,G,Internacional,29,1993,19,19,1.710,19.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
614,Rodrigo,br BRA,LT.AT,São Paulo,18,2004,11,1,232,2.6,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,13,8,21,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
615,James Rodríguez,co COL,LT.AT,São Paulo,31,1991,12,9,635,7.1,1,2,3,1,0,1,0,0,2.0,0.7,1.2,1.9,12,65,44,0.14,0.28,0.43,0.14,0.43,0.28,0.17,0.46,0.09,0.27
616,Rodriguinho,br BRA,ZG.LT,América (MG),19,2003,20,15,1.247,13.9,2,3,5,2,0,0,1,0,0.5,0.5,2.8,3.4,50,36,96,0.14,0.22,0.36,0.14,0.36,0.04,0.20,0.24,0.04,0.24
617,Matías Rojas,py PAR,LT.AT,Corinthians,27,1995,15,7,634,7.0,0,1,1,0,0,0,1,0,0.8,0.8,1.0,1.8,13,30,27,0.00,0.14,0.14,0.00,0.14,0.11,0.14,0.26,0.11,0.26
